path,x_min,y_min,x_max,y_max,class
images/train/0000303026.jpg,225,95,322,302,soapdispenser
images/train/0000304054.jpg,224,168,450,293,soapdispenser
images/train/0000305082.jpg,198,123,310,318,soapdispenser
images/train/0000306156.jpg,307,142,395,343,soapdispenser
images/train/0000307205.jpg,280,205,509,326,soapdispenser
images/train/0000308281.jpg,274,126,368,303,soapdispenser
images/train/0000309297.jpg,234,131,389,252,soapdispenser
images/train/0000310327.jpg,273,219,474,299,sodabottle
images/train/0000311397.jpg,287,82,375,283,sodabottle
images/train/0000312454.jpg,360,152,512,306,sodabottle
images/train/0000313530.jpg,309,166,429,283,sodabottle
images/train/0000314561.jpg,200,154,416,399,sodabottle
images/train/0000315614.jpg,285,222,471,325,sodabottle
images/train/0000316688.jpg,340,183,434,329,sodabottle
images/train/0000317722.jpg,291,107,395,357,sodabottle
images/train/0000318741.jpg,331,140,422,336,sodabottle
images/train/0000319756.jpg,341,132,440,326,sodabottle
images/train/0000320768.jpg,294,155,377,352,sodabottle
images/train/0000321793.jpg,265,182,492,281,sodabottle
images/train/0000322857.jpg,430,150,474,258,sodabottle
images/train/0000323942.jpg,242,199,424,341,sodabottle
images/train/0000324949.jpg,296,82,423,422,sodabottle
images/train/0000325996.jpg,285,133,432,241,sodabottle
images/train/0000326991.jpg,327,173,389,294,sodabottle
images/train/0000328024.jpg,314,165,404,336,sodabottle
images/train/0000329061.jpg,316,162,418,324,sodabottle
images/train/0000330120.jpg,352,151,495,321,sodabottle
images/train/0000331195.jpg,326,150,458,322,sodabottle
images/train/0000353423.jpg,425,166,553,332,squeezer
images/train/0000354465.jpg,328,164,491,274,squeezer
images/train/0000355526.jpg,392,189,490,270,squeezer
images/train/0000356553.jpg,321,150,435,273,squeezer
images/train/0000357618.jpg,313,275,557,479,squeezer
images/train/0000358645.jpg,253,176,389,308,squeezer
images/train/0000359660.jpg,284,218,480,354,squeezer
images/train/0000360741.jpg,231,156,385,282,squeezer
images/train/0000361816.jpg,381,161,494,307,squeezer
images/train/0000362849.jpg,303,145,406,266,squeezer
images/train/0000363903.jpg,204,212,387,354,squeezer
images/train/0000364921.jpg,315,184,438,291,squeezer
images/train/0000365945.jpg,274,206,404,326,squeezer
images/train/0000366943.jpg,300,172,477,326,squeezer
images/train/0000367974.jpg,366,195,515,331,squeezer
images/train/0000369001.jpg,306,167,409,277,squeezer
images/train/0000370033.jpg,273,183,381,288,squeezer
images/train/0000371059.jpg,218,177,403,281,squeezer
images/train/0000372113.jpg,315,136,438,356,squeezer
images/train/0000373154.jpg,318,173,437,291,squeezer
images/train/0000374227.jpg,314,181,443,307,squeezer
images/train/0000375263.jpg,210,190,381,294,sunglasses
images/train/0000376312.jpg,415,203,557,277,sunglasses
images/train/0000377387.jpg,366,87,472,281,sunglasses
images/train/0000378445.jpg,432,139,640,281,sunglasses
images/train/0000379487.jpg,268,187,397,246,sunglasses
images/train/0000380513.jpg,360,181,463,295,sunglasses
images/train/0000381522.jpg,313,212,459,283,sunglasses
images/train/0000382584.jpg,287,171,478,280,sunglasses
images/train/0000383596.jpg,186,201,291,253,sunglasses
images/train/0000384645.jpg,320,175,451,309,sunglasses
images/train/0000385660.jpg,248,222,418,327,sunglasses
images/train/0000386706.jpg,271,215,339,243,sunglasses
images/train/0000387736.jpg,303,164,459,320,sunglasses
images/train/0000388811.jpg,416,169,513,317,sunglasses
images/train/0000389826.jpg,107,142,497,355,sunglasses
images/train/0000390822.jpg,301,84,475,259,sunglasses
images/train/0000391823.jpg,202,173,384,238,sunglasses
